court_id,opinion_count
njsurrctatlanti,3
nyjustctsleepyh,3
nypeekskcityct,3
ohmunictcrawfor,3
nyjustctroslynh,3
njsuperwarren,3
njsupersussex,3
coquct,3
nyjustctpoughke,3
nyromecityct,3
nyjustctorange,3
paorphcthuntin,3
nyjustctnorthhi,3
micirct39,3
orccdouglas,3
paorphctcarbon,3
nyschencityct,3
flacirct4cla,3
nysessctalbany,3
ohmunictoberlin,3
orccjosephine,3
nyjustctnewburg,3
ohctcomplmorrow,3
flacirct5cit,3
nyjustctmendon,3
ohmunictportsmo,3
flacirct7fla,3
ohctapp6erie,3
nysessctqueens,3
nystlawctyct,3
nyjustctirondeq,3
njsupercapemay,3
nyjustcthenriet,3
ohmunictsummit,3
nysupctalbany,3
paoytermctchest,3
ohctapp6huron,3
njspecstatct,3
pactcomplsynder,3
bapma,3
ohmunictvanwert,3
vaccmecklenburg,3
maprobct,3
nyjustctdix,3
supbenbaltcty,3
njfamctmorris,3
vacccolonialh,3
orcctillamook,3
njfamctmiddlese,3
flactyct36,3
ohioctyctbutler,3
yubadistct,2
bapme,2
colctyctteller,2
fiscr,2
flacirct1oka,2
flacirct1wal,2
flacirct20cha,2
flacirct20gla,2
flacirct2gad,2
flacirct8bra,2
flacirct9osc,2
flactyct39,2
flactyct56,2
flactyctrec3,2
flactyctrec4,2
flactyctrec5,2
flajudct3,2
flajudct8,2
flamunict1,2
flamunict2,2
flasmclct1,2
gasuperctclarke,2
gasuperctelbert,2
gasuperctgwin,2
gasupercthall,2
gasuperctharris,2
gasupercthous,2
gasuperctliber,2
gasuperctrand,2
gasuperctwalton,2
gub,2
judcoun8,2
massdistctbrook,2
michrecdetroit,2
micirct1,2
micirct23,2
micirct30,2
micirct47,2
micirct51,2
monttc,2
njcirctocean,2
njcirctsomerset,2
njmunictnewark,2
njsuperburlingt,2
njsuperessex,2
njsuperocean,2
njsurrctcamden,2
nyalbspecsess,2
nyamsterdcityct,2
nycircolcty,2
nycirkingscty,2
nyconct,2
nycortlcityct,2
nyelmiracityct,2
nygloverscityct,2
nygtnkpljustct,2
nyjustctcanaan,2
nyjustctcanton,2
nyjustctcheekto,2
nyjustctchili,2
nyjustctclifton,2
nyjustctdewitt,2
nyjustctelma,2
nyjustctfishkil,2
nyjustctherkime,2
nyjustcthunting,2
nyjustctkingspo,2
nyjustctlarchmo,2
nyjustctmamaron,2
nyjustctmontice,2
nyjustctnewpalt,2
nyjustctpleasan,2
nyjustctstarkey,2
nyjustctyonkers,2
nykingstcityct,2
nylagrjustct,2
nymassapkjustct,2
nymonroectyct,2
nynewburcityct,2
nyschoharctyct,2
nyschuylerctyct,2
nysessctchauta,2
nysupctsntlw,2
nysupctsrtg,2
nysupctswg,2
nytompkinsctyct,2
nytroyjustct,2
ohcirctadams,2
ohcirctcarroll,2
ohcircthighland,2
ohcirctjackson,2
ohcirctmercer,2
ohctapp11geauga,2
ohctapp12clinto,2
ohctapp2champai,2
ohctapp2clark,2
ohctapp4highlan,2
ohctapp5fairfie,2
ohctapp5knox,2
ohctapp5morrow,2
ohctapp5musking,2
ohctapp6ottawa,2
ohctapp7carroll,2
ohctapp7noble,2
ohctapp9medina,2
ohctapp9wayne,2
ohctcomplpike,2
ohctcomplwarren,2
ohctcomplwayne,2
ohctcomplwyando,2
ohioctyctperry,2
ohjuvctcolumbia,2
ohjuvctmuskingu,2
ohjuvctpreble,2
ohmayorctcolum,2
ohmunict,2
ohmunictashland,2
ohmunictbarbert,2
ohmunictcuyfall,2
ohmunictdarke,2
ohmunictmassill,2
ohmunictmaumee,2
ohmunictmiddlet,2
ohmunictmorrow,2
ohmunictnewtonf,2
ohmunictrockyri,2
ohmunictspringf,2
ohmunictsylvani,2
ohmunictuppersa,2
ohprobctauglaiz,2
ohprobctgeauga,2
ohprobctharriso,2
ohprobctmahonin,2
ohprobctsandusk,2
ohprobctscioto,2
ohprobctseneca,2
ohprobctunion,2
okd,2
orccklamath,2
orccunion,2
pactcomplgreen,2
paorphct,2
paorphctforest,2
paorphctjuniat,2
paorphctmontou,2
paorphctpike,2
paorphcttioga,2
paoytermct,2
paoytermctadams,2
paoytermctfulto,2
paoytermctgreen,2
paoytermctjunia,2
paoytermctleban,2
paoytermctschuy,2
paoytermctwestm,2
paqtrsessindian,2
paqtrsessmckean,2
paqtrsesssulliv,2
shastadistct,2
shoaraphotr,2
usjudconfcomdis,2
usprovctla,2
vaccfloyd,2
vaccnewkent,2
vaccyork,2
vachanctrich,2
vacorpctradford,2
vipolct,2
ohprobctwayne,1
ohprobctwashing,1
ohprobctwarren,1
ohprobctvanwer,1
paoytermctfrank,1
flacirct14cal,1
flacirct12des,1
paoytermctjeffe,1
flacirct10hig,1
ohprobcttrumbul,1
paoytermctlanca,1
ohprobctshelby,1
flacirct10har,1
ohprobctross,1
ohprobctpike,1
paoytermctmerce,1
ohprobctperry,1
ohprobctnoble,1
paoytermctperry,1
ohprobctmorgan,1
fcc,1
paoytermctsomer,1
paoytermctvenan,1
echerokeect,1
paoytermctyork,1
paparolebd,1
ohprobctmercer,1
ohprobctmadison,1
ohprobctlorain,1
ohprobctknox,1
ohprobctjeffers,1
ohprobcthighlan,1
ohprobcthenry,1
ohprobcthardin,1
ohprobcthancock,1
ohprobctfulton,1
ohprobctfairfie,1
ohprobcterie,1
ohprobctdarke,1
ohprobctclermon,1
ohprobctclarke,1
ohprobctchampai,1
ohmunictzanesvi,1
ohmunictxenia,1
ohmunictwayne,1
ohmunicttrumbul,1
ohmunictstruthe,1
ohmunictportcli,1
ohmunictportage,1
ohmunictperrysb,1
ohmunictnewphil,1
ohmunictmarysvi,1
ohmunictmansfie,1
ohmunictlorain,1
ohmunictlawrenc,1
ohmunictlancast,1
coregsalina,1
ohmunicthocking,1
ohmunicthighlan,1
ohmunictgallipo,1
ohmunictfremont,1
ohmunicteuclidc,1
ohmunictclark,1
ohmunictcirclev,1
ohmunictchillic,1
ohmunictchardon,1
colctyctpitkin,1
ohmunictcelina,1
ohmunictberea,1
ohmunictauglaiz,1
ohmayorctcinci,1
ohjuvctwayne,1
ohjuvctwarren,1
ohjuvctnoble,1
ohjuvctmarion,1
ohjuvctlucas,1
ohjuvctlicking,1
ohjuvcthamilton,1
ohjuvctgreene,1
ohjuvctallen,1
ohiotax,1
colctyctotero,1
ohiorac,1
ohioctyctpike,1
ohioctyctpauldi,1
ohioctycthighla,1
ohioctyctharris,1
ohioctyctfrank,1
ohioctyctcosh,1
ohioctyctclark,1
ohioctnp,1
ohctinsolvcuyah,1
ohctcompltascar,1
ohctcomplnoble,1
ohctcomplgreen,1
pennctqtrsess,1
ohctcomplgalia,1
ohctcomplboss,1
ohctcompladams,1
philaelecct,1
philamayorct,1
ohctapp6william,1
placerdistct,1
ohctapp5richlan,1
ohctapp5ashland,1
ohctapp4vinton,1
ohctapp4pike,1
ohctapp4jackson,1
ohctapp3vanwert,1
ohctapp3marion,1
ohctapp2greene,1
ohctapp12warren,1
ohctapp12fayett,1
ohcirctwyandott,1
ohcirctwarren,1
ohcirctvinton,1
ohcirctunion,1
santacruzdistct,1
ohcircttaggart,1
ohcirctmonroe,1
ohcirctmadison,1
ohcirctjefferso,1
ohcircthancook,1
ohcirctathens,1
nywyomingctyct,1
nywestchcityct,1
nytaghjustct,1
colctyctmeyer,1
colctyctlarimer,1
siskiyoudistct,1
slcregrec,1
nysupctulster,1
nysupcttioga,1
nysupctoneida,1
sttex,1
nysupctnndg,1
nysupctmonroe,1
nysupctkings,1
superctsc,1
nysupctcayuga,1
swinomishappct,1
nyspecsessyonk,1
nysessctulster,1
nysessctrock,1
nysessctren,1
nysessctorange,1
nysessctnyc,1
nysessctlewis,1
nysessctgenesee,1
nysaratocityct,1
nyrecctnewburgh,1
nyplattscityct,1
nyoytermctwash,1
nyoytermctren,1
nyoytermctnyc,1
nyoyqueens,1
nyoswegoctyct,1
nyoniedactyct,1
nyoneidacityct,1
nyniagaracityct,1
nynassaucityct,1
nylackawcityct,1
nyjustctyork,1
nyjustctwoodsto,1
nyjustctwoodbur,1
nyjustctulster,1
nyjustctthenyac,1
nyjustctsuffern,1
nyjustctspringc,1
nyjustctseaclif,1
nyjustctschuyle,1
nyjustctpoundri,1
nyjustctportche,1
nyjustctowego,1
nyjustctorchard,1
nyjustctonondag,1
nyjustctogden,1
usberlinct,1
nyjustctoakfiel,1
nyjustctnorthgr,1
nyjustctnorthca,1
nyjustctnewwind,1
nyjustctmountki,1
colctyctgarfiel,1
uslandoffice,1
nyjustctmonroe,1
colctyctfremont,1
ussurveyor,1
nyjustctmills,1
nyjustctmillert,1
nyjustctmaybroo,1
nyjustctmassena,1
nyjustctmassape,1
nyjustctlynbroo,1
nyjustctlowvill,1
nyjustctlindenh,1
nyjustctlatting,1
nyjustctkingsbu,1
vaccamelia,1
nyjustcthighlan,1
nyjustcthaverst,1
nyjustcthasting,1
nyjustctgreenpo,1
nyjustctgeneseo,1
nyjustctgates,1
nyjustctfrankfo,1
nyjustctfleisch,1
nyjustctfairpor,1
nyjustctelmsfor,1
nyjustcteastroc,1
nyjustcteastche,1
nyjustctdobbsfe,1
vacccharles,1
nyjustctdickins,1
nyjustctdepew,1
nyjustctcortlan,1
nyjustctcornwal,1
nyjustctcohoes,1
nyjustctchenang,1
nyjustctchatam,1
nyjustctcarmel,1
nyjustctcamillu,1
nyjustctbronxvi,1
nyjustctbriarcl,1
nyjustctblasdel,1
nyjustctaurora,1
colctyctdouglas,1
vaccfluvanna,1
nyjustctamsterd,1
nyhydepkjustct,1
nyhempjustct,1
vaccgiles,1
nyfultoncityct,1
nyfamctsull,1
vaccgrayson,1
nycortlandctyct,1
nycironeidacty,1
nycirdutchcty,1
nycirdelcty,1
nyciralbanycty,1
nybedfordjustct,1
nyarbct,1
nyalleganyctyct,1
njsurrctsomerse,1
njsurrctcapemay,1
njsuperhunterdo,1
njsupergloucest,1
njrecctmontcl,1
njreccthoboken,1
njqrtsessmorris,1
njpuc,1
njmunictsussex,1
njmunictprince,1
vaccmathews,1
njmunictbyram,1
vaccmiddlesex,1
njmunict,1
njlawbkconf,1
colctyctbent,1
njfamctsomerset,1
njfamctcapemay,1
njfamct,1
njctpardons,1
njcommned,1
nhprivycounnh,1
navajochildct,1
montereydistct,1
moheganelders,1
moheganctapp,1
vaccpowhatan,1
micirct8,1
micirct7,1
micirct54,1
micirct49,1
micirct40,1
micirct35,1
micirct27,1
micirct14,1
micirct13,1
micirct12,1
masssuperctberk,1
masssuperctbarn,1
lrbottawactapp,1
kycirctlivingst,1
judcoun7,1
judcoun5,1
judcoun2,1
jaxcivservbd,1
indcirct,1
houseoflordsuk,1
highctjchuk,1
grtravbandctapp,1
gasupercttroup,1
gasuperctsumter,1
gasuperctserive,1
gasuperctpike,1
gasuperctmari,1
gasuperctmacon,1
gasuperctlincol,1
gasuperctlee,1
gasupercthabers,1
gasuperctfrankl,1
gasuperctearl,1
circtmissterr,1
gasuperctdecatu,1
gasuperctclark,1
circtdms,1
yrekadistct,1
vacorpctsbris,1
gasuperctcarrol,1
vacorpctsnorf,1
gaoyertermct,1
ftmcdowctapp,1
flasmclct2,1
flajudct9,1
flajudct7,1
flajudct6,1
flajudct5,1
flajudct4,1
flajudct13,1
flajudct1,1
fladeptrev,1
fladepthrehabil,1
admiraltyctsc,1
fladeptenvreg,1
flactyctrec7,1
flactyctrec2,1
flactyct67,1
flactyct59,1
flactyct46,1
flactyct45,1
flactyct31,1
flactyct29,1
flactyct17,1
flactyct1,1
flacirct8uni,1
flacirct8lev,1
flacirct6pas,1
flacirct3suw,1
paorphctsulliv,1
paorphctmongto,1
webchippewatr,1
paorphctclario,1
paorphctcamero,1
pamunict,1
pajuvctdel,1
paorphctwayne,1
pajuvctcambria,1
padeptpubwel,1
flacirct3ham,1
flacirct20hen,1
padepted,1
pactcomplwycomi,1
paoytermctberks,1
pactcomplsunder,1
paoytermctcambr,1
paoytermctcarbo,1
orcclake,1
paoytermctclari,1
oneidatrialct,1
paoytermctcumbe,1
